online_order,book_table,phone,approx_cost,menu_item,listed_type,listed_city,score,Total_North_Indian,Total_South_Indian,Total_East_Indian,Total_West_Indian,Total_International,Total_Asian,Total_Grill/BBQ/Bar_Food,Total_Fast_Food,Total_Beverages/Desserts,Total_Healthy/Fusion,Total_Bakery,Rest_Fine Dining,Rest_SweetOrBakery,Rest_Drink_Oriented_Establishments,Rest_Specialty_Shops,Rest_Dining_Establishments,Rest_Takeaway_and_Delivery
1,0,1,1500.0,0,Delivery,Whitefield,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1,0,1,150.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,1600.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1500.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0
0,0,1,1500.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,350.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,900.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,600.0,0,Delivery,Whitefield,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1,1,1,1600.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
1,0,1,500.0,0,Delivery,Whitefield,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
1,0,1,1000.0,0,Delivery,Whitefield,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
1,0,1,550.0,0,Delivery,Whitefield,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,250.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
1,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,750.0,0,Delivery,Whitefield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,550.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1,0,1,500.0,0,Delivery,Whitefield,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,1,1,1400.0,0,Delivery,Whitefield,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,150.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1200.0,0,Delivery,Whitefield,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,400.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1500.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
1,0,1,150.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1,0,1,700.0,0,Delivery,Whitefield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,1,1,1000.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
0,0,1,600.0,0,Delivery,Whitefield,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,650.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,700.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,450.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0
0,0,1,150.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,1,1,1500.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,1,400.0,0,Delivery,Whitefield,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,150.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,1,700.0,0,Delivery,Whitefield,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,350.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,900.0,0,Delivery,Whitefield,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,350.0,0,Delivery,Whitefield,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,1,900.0,0,Delivery,Whitefield,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
0,1,1,1200.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,750.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,550.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,200.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,0,1,600.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2000.0,0,Delivery,Whitefield,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,200.0,0,Delivery,Whitefield,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,350.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,1200.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
0,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,400.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,750.0,0,Delivery,Whitefield,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
1,0,1,1500.0,0,Delivery,Whitefield,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,1000.0,0,Delivery,Whitefield,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,800.0,0,Delivery,Whitefield,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1400.0,0,Delivery,Whitefield,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,350.0,0,Delivery,Whitefield,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,350.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
1,0,1,550.0,0,Delivery,Whitefield,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,1,300.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
0,0,1,400.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
1,0,1,350.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1000.0,0,Delivery,Whitefield,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1400.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,750.0,0,Delivery,Whitefield,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1100.0,0,Delivery,Whitefield,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,1,800.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,450.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,750.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,600.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,1,350.0,0,Delivery,Whitefield,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,350.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1100.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,750.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,900.0,0,Delivery,Whitefield,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
0,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,700.0,0,Delivery,Whitefield,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1700.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,800.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,250.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,1,1,600.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,350.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
1,1,1,1200.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1000.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,800.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,600.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,350.0,0,Delivery,Whitefield,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,750.0,0,Delivery,Whitefield,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,400.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1000.0,0,Delivery,Whitefield,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,800.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,550.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,650.0,0,Delivery,Whitefield,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,500.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,700.0,0,Delivery,Whitefield,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,500.0,0,Delivery,Whitefield,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,650.0,0,Delivery,Whitefield,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,800.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,700.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,550.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,300.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,200.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1000.0,0,Delivery,Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,500.0,0,Delivery,Whitefield,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,550.0,0,Delivery,Whitefield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,300.0,0,Delivery,Whitefield,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
